epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,61.5111,0.87973,0.72654,1.16716,0.78885,0.62568,0.6869,0.36046,1.9875,1.72449,2.17523,0.000198166,0.000198166,0.000198166
73,62.2329,0.78467,0.66076,1.11238,0.78885,0.62568,0.6869,0.36046,1.9875,1.72449,2.17523,0.000191562,0.000191562,0.000191562
74,63.0054,0.69698,0.57602,1.03149,0.80763,0.64286,0.73429,0.35967,2.06004,1.60091,2.25543,0.000184959,0.000184959,0.000184959
75,63.7384,0.62692,0.55912,1.02396,0.80763,0.64286,0.73429,0.35967,2.06004,1.60091,2.25543,0.000178356,0.000178356,0.000178356
76,64.4825,0.8594,0.68183,1.10064,0.8126,0.64286,0.73429,0.37933,2.12385,1.655,2.30056,0.000171752,0.000171752,0.000171752
77,65.2147,0.76601,0.70997,1.09011,0.8126,0.64286,0.73429,0.37933,2.12385,1.655,2.30056,0.000165149,0.000165149,0.000165149
78,65.9789,0.70998,0.57294,1.10584,0.78348,0.64286,0.72244,0.37537,2.16134,1.65231,2.31541,0.000158546,0.000158546,0.000158546
79,66.7034,0.74073,0.69224,1.02545,0.78348,0.64286,0.72244,0.37537,2.16134,1.65231,2.31541,0.000151943,0.000151943,0.000151943
80,67.4433,0.67895,0.53742,1.05359,0.75783,0.64286,0.72244,0.37477,2.16505,1.71373,2.28478,0.000145339,0.000145339,0.000145339
81,68.1682,0.72037,0.62568,1.01027,0.75783,0.64286,0.72244,0.37477,2.16505,1.71373,2.28478,0.000138736,0.000138736,0.000138736
82,69.003,0.81755,0.63507,1.11589,0.72833,0.64286,0.67986,0.36548,2.18436,1.79195,2.27067,0.000132133,0.000132133,0.000132133
83,69.7698,0.71238,0.70279,1.06625,0.72833,0.64286,0.67986,0.36548,2.18436,1.79195,2.27067,0.000125529,0.000125529,0.000125529
84,70.5134,0.77645,0.65324,0.9841,0.84098,0.55971,0.67986,0.36592,2.18577,1.83141,2.25566,0.000118926,0.000118926,0.000118926
85,71.2304,0.69888,0.64735,1.04855,0.84098,0.55971,0.67986,0.36592,2.18577,1.83141,2.25566,0.000112323,0.000112323,0.000112323
86,71.9737,0.78561,0.65501,1.0631,0.84216,0.55339,0.68593,0.36653,2.16411,1.86849,2.23399,0.00010572,0.00010572,0.00010572
87,72.7457,0.75529,0.64378,1.02433,0.84216,0.55339,0.68593,0.36653,2.16411,1.86849,2.23399,9.91162e-05,9.91162e-05,9.91162e-05
88,73.5042,0.74394,0.56798,1.04431,0.87208,0.51819,0.68593,0.36562,2.16341,1.88007,2.22912,9.25129e-05,9.25129e-05,9.25129e-05
89,74.2415,0.66008,0.5578,1.06733,0.87208,0.51819,0.68593,0.36562,2.16341,1.88007,2.22912,8.59096e-05,8.59096e-05,8.59096e-05
